date	Internal
2014-01-08-13-32-19	0
2014-01-08-13-32-20	0
2014-01-08-13-32-21	0
2014-01-08-13-32-22	0
2014-01-08-13-32-23	0
2014-01-08-13-32-25	0
2014-01-08-13-32-26	0
2014-01-08-13-32-27	0
2014-01-08-13-32-28	0
2014-01-08-13-32-29	0
2014-01-08-13-32-30	0
2014-01-08-13-32-31	0
2014-01-08-13-32-32	0
2014-01-08-13-32-33	0
2014-01-08-13-32-35	0
2014-01-08-13-32-36	0
2014-01-08-13-32-37	0
2014-01-08-13-32-38	0
2014-01-08-13-32-39	0
2014-01-08-13-32-40	0
2014-01-08-13-32-41	0
2014-01-08-13-32-42	0
2014-01-08-13-32-43	0
2014-01-08-13-32-45	0
2014-01-08-13-32-46	0
2014-01-08-13-32-47	0
2014-01-08-13-32-48	0
2014-01-08-13-32-49	0
2014-01-08-13-32-50	0
2014-01-08-13-32-51	0
2014-01-08-13-32-52	0
2014-01-08-13-32-53	0
2014-01-08-13-32-55	0
2014-01-08-13-32-56	0
2014-01-08-13-32-57	0
2014-01-08-13-32-58	0
2014-01-08-13-32-59	0
2014-01-08-13-33-00	0
2014-01-08-13-33-01	0
2014-01-08-13-33-02	0
2014-01-08-13-33-03	0
2014-01-08-13-33-05	0
2014-01-08-13-33-06	0
2014-01-08-13-33-07	0
2014-01-08-13-33-08	0
2014-01-08-13-33-09	0
2014-01-08-13-33-10	0
2014-01-08-13-33-11	0
2014-01-08-13-33-12	0
2014-01-08-13-33-13	0
2014-01-08-13-33-15	0
2014-01-08-13-33-16	0
2014-01-08-13-33-17	0
2014-01-08-13-33-18	0
2014-01-08-13-33-19	0
2014-01-08-13-33-20	0
2014-01-08-13-33-21	0
2014-01-08-13-33-22	0
2014-01-08-13-33-24	0
2014-01-08-13-33-25	0
2014-01-08-13-33-26	0
2014-01-08-13-33-27	0
2014-01-08-13-33-28	0
2014-01-08-13-33-29	0
2014-01-08-13-33-30	0
2014-01-08-13-33-31	0
2014-01-08-13-33-32	0
2014-01-08-13-33-33	0
2014-01-08-13-33-35	0
2014-01-08-13-33-36	0
2014-01-08-13-33-37	0
2014-01-08-13-33-38	0
2014-01-08-13-33-39	0
2014-01-08-13-33-40	0
2014-01-08-13-33-41	0
2014-01-08-13-33-42	0
2014-01-08-13-33-43	0
2014-01-08-13-33-45	0
2014-01-08-13-33-46	0
2014-01-08-13-33-47	0
2014-01-08-13-33-48	0
2014-01-08-13-33-49	0
2014-01-08-13-33-50	0
2014-01-08-13-33-51	0
2014-01-08-13-33-52	0
2014-01-08-13-33-54	0
2014-01-08-13-33-55	0
2014-01-08-13-33-56	0
2014-01-08-13-33-57	0
2014-01-08-13-33-58	0
2014-01-08-13-33-59	0
2014-01-08-13-34-00	0
2014-01-08-13-34-01	0
2014-01-08-13-34-02	0
2014-01-08-13-34-03	0
2014-01-08-13-34-05	0
2014-01-08-13-34-06	0
2014-01-08-13-34-07	0
2014-01-08-13-34-08	0
2014-01-08-13-34-09	0
2014-01-08-13-34-10	0
2014-01-08-13-34-11	0
2014-01-08-13-34-12	0
2014-01-08-13-34-14	0
2014-01-08-13-34-15	0
2014-01-08-13-34-16	0
2014-01-08-13-34-17	0
2014-01-08-13-34-18	0
2014-01-08-13-34-19	0
2014-01-08-13-34-20	0
2014-01-08-13-34-21	0
2014-01-08-13-34-22	0
2014-01-08-13-34-24	0
2014-01-08-13-34-25	0
2014-01-08-13-34-26	0
2014-01-08-13-34-27	0
2014-01-08-13-34-28	0
2014-01-08-13-34-29	0
2014-01-08-13-34-30	0
2014-01-08-13-34-31	0
2014-01-08-13-34-32	0
2014-01-08-13-34-34	0
2014-01-08-13-34-35	0
2014-01-08-13-34-36	0
2014-01-08-13-34-37	0
2014-01-08-13-34-38	0
2014-01-08-13-34-39	0
2014-01-08-13-34-40	0
2014-01-08-13-34-41	0
2014-01-08-13-34-42	0
2014-01-08-13-34-44	0
2014-01-08-13-34-45	0
2014-01-08-13-34-46	0
2014-01-08-13-34-47	0
2014-01-08-13-34-48	0
2014-01-08-13-34-49	0
2014-01-08-13-34-50	0
2014-01-08-13-34-51	0
2014-01-08-13-34-52	0
2014-01-08-13-34-54	0
2014-01-08-13-34-55	0
2014-01-08-13-34-56	0
2014-01-08-13-34-57	0
2014-01-08-13-34-58	0
2014-01-08-13-34-59	0
2014-01-08-13-35-00	0
2014-01-08-13-35-01	0
2014-01-08-13-35-03	0
2014-01-08-13-35-04	0
2014-01-08-13-35-05	0
2014-01-08-13-35-06	0
2014-01-08-13-35-07	0
2014-01-08-13-35-08	0
2014-01-08-13-35-09	0
2014-01-08-13-35-10	0
2014-01-08-13-35-11	0
2014-01-08-13-35-13	0
2014-01-08-13-35-14	0
2014-01-08-13-35-15	0
2014-01-08-13-35-16	0
2014-01-08-13-35-17	0
2014-01-08-13-35-18	0
2014-01-08-13-35-19	0
2014-01-08-13-35-20	0
2014-01-08-13-35-21	0
2014-01-08-13-35-23	0
2014-01-08-13-35-24	0
2014-01-08-13-35-25	0
2014-01-08-13-35-26	0
2014-01-08-13-35-27	0
2014-01-08-13-35-28	0
2014-01-08-13-35-29	0
2014-01-08-13-35-30	0
2014-01-08-13-35-31	0
2014-01-08-13-35-32	0
2014-01-08-13-35-34	0
2014-01-08-13-35-35	0
2014-01-08-13-35-36	0
2014-01-08-13-35-37	0
2014-01-08-13-35-38	0
2014-01-08-13-35-39	0
2014-01-08-13-35-40	0
2014-01-08-13-35-41	0
2014-01-08-13-35-43	0
2014-01-08-13-35-44	0
2014-01-08-13-35-45	0
2014-01-08-13-35-46	0
2014-01-08-13-35-47	0
2014-01-08-13-35-48	0
2014-01-08-13-35-49	0
2014-01-08-13-35-50	0
2014-01-08-13-35-51	0
2014-01-08-13-35-53	0
2014-01-08-13-35-54	0
2014-01-08-13-35-55	0
2014-01-08-13-35-56	0
2014-01-08-13-35-57	0
2014-01-08-13-35-58	0
2014-01-08-13-35-59	0
2014-01-08-13-36-00	0
2014-01-08-13-36-01	0
2014-01-08-13-36-03	0
2014-01-08-13-36-04	0
2014-01-08-13-36-05	0
2014-01-08-13-36-06	0
2014-01-08-13-36-07	0
2014-01-08-13-36-08	0
2014-01-08-13-36-09	0
2014-01-08-13-36-10	0
2014-01-08-13-36-11	0
2014-01-08-13-36-13	0
2014-01-08-13-36-14	0
2014-01-08-13-36-15	0
2014-01-08-13-36-16	0
2014-01-08-13-36-17	0
2014-01-08-13-36-18	0
2014-01-08-13-36-19	0
2014-01-08-13-36-20	0
2014-01-08-13-36-22	0
2014-01-08-13-36-23	0
2014-01-08-13-36-24	0
2014-01-08-13-36-25	0
2014-01-08-13-36-26	0
2014-01-08-13-36-27	0
2014-01-08-13-36-28	0
2014-01-08-13-36-29	0
2014-01-08-13-36-30	0
2014-01-08-13-36-31	0
2014-01-08-13-36-33	0
2014-01-08-13-36-34	0
2014-01-08-13-36-35	0
2014-01-08-13-36-36	0
2014-01-08-13-36-37	0
2014-01-08-13-36-38	0
2014-01-08-13-36-39	0
2014-01-08-13-36-40	0
2014-01-08-13-36-41	0
2014-01-08-13-36-43	0
2014-01-08-13-36-44	0
2014-01-08-13-36-45	0
2014-01-08-13-36-46	0
2014-01-08-13-36-47	0
2014-01-08-13-36-48	0
2014-01-08-13-36-49	0
2014-01-08-13-36-50	0
2014-01-08-13-36-52	0
2014-01-08-13-36-53	0
2014-01-08-13-36-54	0
2014-01-08-13-36-55	0
2014-01-08-13-36-56	0
2014-01-08-13-36-57	0
2014-01-08-13-36-58	0
2014-01-08-13-36-59	0
2014-01-08-13-37-00	0
2014-01-08-13-37-02	0
2014-01-08-13-37-03	0
2014-01-08-13-37-04	0
2014-01-08-13-37-05	0
2014-01-08-13-37-06	0
2014-01-08-13-37-07	0
2014-01-08-13-37-08	0
2014-01-08-13-37-09	0
2014-01-08-13-37-10	0
2014-01-08-13-37-12	0
2014-01-08-13-37-13	0
2014-01-08-13-37-14	0
2014-01-08-13-37-15	0
2014-01-08-13-37-16	0
2014-01-08-13-37-17	0
2014-01-08-13-37-18	0
2014-01-08-13-37-19	0
2014-01-08-13-37-21	0
2014-01-08-13-37-22	0
2014-01-08-13-37-23	0
2014-01-08-13-37-24	0
2014-01-08-13-37-25	0
2014-01-08-13-37-26	0
2014-01-08-13-37-27	0
2014-01-08-13-37-28	0
2014-01-08-13-37-29	0
2014-01-08-13-37-31	0
2014-01-08-13-37-32	0
2014-01-08-13-37-33	0
2014-01-08-13-37-34	0
2014-01-08-13-37-35	0
2014-01-08-13-37-36	0
2014-01-08-13-37-37	0
2014-01-08-13-37-38	0
2014-01-08-13-37-39	0
2014-01-08-13-37-41	0
2014-01-08-13-37-42	0
2014-01-08-13-37-43	0
2014-01-08-13-37-44	0
2014-01-08-13-37-45	0
2014-01-08-13-37-46	0
2014-01-08-13-37-47	0
2014-01-08-13-37-48	0
2014-01-08-13-37-49	0
2014-01-08-13-37-51	0
2014-01-08-13-37-52	0
2014-01-08-13-37-53	0
2014-01-08-13-37-54	0
2014-01-08-13-37-55	0
2014-01-08-13-37-56	0
2014-01-08-13-37-57	0
2014-01-08-13-37-58	0
2014-01-08-13-37-59	0
2014-01-08-13-38-01	0
2014-01-08-13-38-02	0
2014-01-08-13-38-03	0
2014-01-08-13-38-04	0
2014-01-08-13-38-05	0
2014-01-08-13-38-06	0
2014-01-08-13-38-07	0
2014-01-08-13-38-08	0
2014-01-08-13-38-10	0
2014-01-08-13-38-11	0
2014-01-08-13-38-12	0
2014-01-08-13-38-13	0
2014-01-08-13-38-14	0
2014-01-08-13-38-15	0
2014-01-08-13-38-16	0
2014-01-08-13-38-17	0
2014-01-08-13-38-18	0
2014-01-08-13-38-20	0
2014-01-08-13-38-21	0
2014-01-08-13-38-22	0
2014-01-08-13-38-23	0
2014-01-08-13-38-24	0
2014-01-08-13-38-25	0
2014-01-08-13-38-26	0
2014-01-08-13-38-27	0
2014-01-08-13-38-29	0
2014-01-08-13-38-30	0
2014-01-08-13-38-31	0
2014-01-08-13-38-32	0
2014-01-08-13-38-33	0
2014-01-08-13-38-34	0
2014-01-08-13-38-35	0
2014-01-08-13-38-36	0
2014-01-08-13-38-37	0
2014-01-08-13-38-38	0
2014-01-08-13-38-40	0
2014-01-08-13-38-41	0
2014-01-08-13-38-42	0
2014-01-08-13-38-43	0
2014-01-08-13-38-44	0
2014-01-08-13-38-45	0
2014-01-08-13-38-46	0
2014-01-08-13-38-47	0
2014-01-08-13-38-49	0
2014-01-08-13-38-50	0
2014-01-08-13-38-51	0
2014-01-08-13-38-52	0
2014-01-08-13-38-53	0
2014-01-08-13-38-54	0
2014-01-08-13-38-55	0
2014-01-08-13-38-56	0
2014-01-08-13-38-57	0
2014-01-08-13-38-59	0
2014-01-08-13-39-00	0
2014-01-08-13-39-01	0
2014-01-08-13-39-02	0
2014-01-08-13-39-03	0
2014-01-08-13-39-04	0
2014-01-08-13-39-05	0
2014-01-08-13-39-06	0
2014-01-08-13-39-07	0
2014-01-08-13-39-09	0
2014-01-08-13-39-10	0
2014-01-08-13-39-11	0
2014-01-08-13-39-12	0
2014-01-08-13-39-13	0
2014-01-08-13-39-14	0
2014-01-08-13-39-15	0
2014-01-08-13-39-16	0
2014-01-08-13-39-17	0
2014-01-08-13-39-19	0
2014-01-08-13-39-20	0
2014-01-08-13-39-21	0
2014-01-08-13-39-22	0
2014-01-08-13-39-23	0
2014-01-08-13-39-24	0
2014-01-08-13-39-25	0
2014-01-08-13-39-26	0
2014-01-08-13-39-27	0
2014-01-08-13-39-29	0
2014-01-08-13-39-30	0
2014-01-08-13-39-31	0
2014-01-08-13-39-32	0
2014-01-08-13-39-33	0
2014-01-08-13-39-34	0
2014-01-08-13-39-35	0
2014-01-08-13-39-36	0
2014-01-08-13-39-38	0
2014-01-08-13-39-39	0
2014-01-08-13-39-40	0
2014-01-08-13-39-41	0
2014-01-08-13-39-42	0
2014-01-08-13-39-43	0
2014-01-08-13-39-44	0
2014-01-08-13-39-45	0
2014-01-08-13-39-46	0
2014-01-08-13-39-48	0
2014-01-08-13-39-49	0
2014-01-08-13-39-50	0
2014-01-08-13-39-51	0
2014-01-08-13-39-52	0
2014-01-08-13-39-53	0
2014-01-08-13-39-54	0
2014-01-08-13-39-55	0
2014-01-08-13-39-56	0
2014-01-08-13-39-58	0
2014-01-08-13-39-59	0
2014-01-08-13-40-00	0
2014-01-08-13-40-01	0
2014-01-08-13-40-02	0
2014-01-08-13-40-03	0
2014-01-08-13-40-04	0
2014-01-08-13-40-05	0
2014-01-08-13-40-06	0
2014-01-08-13-40-08	0
2014-01-08-13-40-09	0
2014-01-08-13-40-10	0
2014-01-08-13-40-11	0
2014-01-08-13-40-12	0
2014-01-08-13-40-13	0
2014-01-08-13-40-14	0
2014-01-08-13-40-15	0
2014-01-08-13-40-16	0
2014-01-08-13-40-18	0
2014-01-08-13-40-19	0
2014-01-08-13-40-20	0
2014-01-08-13-40-21	0
2014-01-08-13-40-22	0
2014-01-08-13-40-23	0
2014-01-08-13-40-24	0
2014-01-08-13-40-25	0
2014-01-08-13-40-27	0
2014-01-08-13-40-28	0
2014-01-08-13-40-29	0
2014-01-08-13-40-30	0
2014-01-08-13-40-31	0
2014-01-08-13-40-32	0
2014-01-08-13-40-33	0
2014-01-08-13-40-34	0
2014-01-08-13-40-35	0
2014-01-08-13-40-37	0
2014-01-08-13-40-38	0
2014-01-08-13-40-39	0
2014-01-08-13-40-40	0
2014-01-08-13-40-41	0
2014-01-08-13-40-42	0
2014-01-08-13-40-43	0
2014-01-08-13-40-44	0
2014-01-08-13-40-46	0
2014-01-08-13-40-47	0
2014-01-08-13-40-48	0
2014-01-08-13-40-49	0
2014-01-08-13-40-50	0
2014-01-08-13-40-51	0
2014-01-08-13-40-52	0
2014-01-08-13-40-53	0
2014-01-08-13-40-54	0
2014-01-08-13-40-56	0
2014-01-08-13-40-57	0
2014-01-08-13-40-58	0
2014-01-08-13-40-59	0
2014-01-08-13-41-00	0
2014-01-08-13-41-01	0
2014-01-08-13-41-02	0
2014-01-08-13-41-03	0
2014-01-08-13-41-04	0
2014-01-08-13-41-06	0
2014-01-08-13-41-07	0
2014-01-08-13-41-08	0
2014-01-08-13-41-09	0
2014-01-08-13-41-10	0
2014-01-08-13-41-11	0
2014-01-08-13-41-12	0
2014-01-08-13-41-13	0
2014-01-08-13-41-15	0
2014-01-08-13-41-16	0
2014-01-08-13-41-17	0
2014-01-08-13-41-18	0
2014-01-08-13-41-19	0
2014-01-08-13-41-20	0
2014-01-08-13-41-21	0
2014-01-08-13-41-22	0
2014-01-08-13-41-23	0
2014-01-08-13-41-25	0
2014-01-08-13-41-26	0
2014-01-08-13-41-27	0
2014-01-08-13-41-28	0
2014-01-08-13-41-29	0
2014-01-08-13-41-30	0
2014-01-08-13-41-31	0
2014-01-08-13-41-32	0
